filedate,prevfiledate,nextfiledate,simtfidf4,simtfidf3,simtfidf2,simtfidf1,simcount4,simcount3,simcount2,simcount1,countpos4,countpos3,countpos2,countpos1,countpos0,countneg4,countneg3,countneg2,countneg1,countneg0,countlit4,countlit3,countlit2,countlit1,countlit0,countall4,countall3,countall2,countall1,countall0,ticker,filedateobj,prevfiledateobj,nextfiledateobj,stockprice0,stockprice1,stockpricefuture,marketprice0,marketprice1,marketpricefuture,stockreturn0,stockreturnfuture,marketreturn0,marketreturnfuture,beatmarket0,beatmarketfuture
4/21/2017,2/22/2017,7/25/2017,0.985509696,0.974659134,0.974748802,0.962881058,0.988825168,0.977350217,0.977423741,0.959891392,313,389,426,1523,302,841,964,990,3282,829,1227,1365,1349,3253,1076,46675,53382,54360,130014,39737,DGX,4/21/2017,2/22/2017,7/25/2017,103.3,95.6,108.18,2348.689941,2362.820068,2477.129883,0.077464556,0.04615913,-0.005998149,0.053242884,TRUE,FALSE
4/21/2017,2/10/2017,7/21/2017,0.985850748,0.962738853,0.982148868,0.96079106,0.9912652,0.966919257,0.986712362,0.957153511,286,337,352,1917,275,1256,1659,1397,2737,1295,1521,1988,1693,3668,1586,38478,50368,44038,115365,38513,HON,4/21/2017,2/10/2017,7/21/2017,127.08,121.85,136.35,2348.689941,2316.100098,2472.540039,0.042026029,0.0704083,0.013972922,0.051388277,TRUE,TRUE
4/21/2017,2/21/2017,7/27/2017,0.993068835,0.987851661,0.988167757,0.962787548,0.995597446,0.987972416,0.988698562,0.959211484,389,418,442,1438,335,782,731,769,1884,616,1066,1116,1192,2386,983,38028,38957,39927,103771,34343,IPG,4/21/2017,2/21/2017,7/27/2017,24.39,24.59,21.35,2348.689941,2365.379883,2475.419922,-0.008166644,-0.133121473,-0.007080935,0.052552346,FALSE,FALSE
4/21/2017,2/10/2017,7/24/2017,0.949364798,0.973328386,0.974929845,0.93444012,0.971113951,0.985142204,0.986995624,0.954465375,667,625,610,2374,508,3043,2708,2746,5086,2229,4697,3464,3323,5551,2901,97909,85000,85522,187106,73192,KMI,4/21/2017,2/10/2017,7/24/2017,20.27,22.48,20.33,2348.689941,2316.100098,2469.909912,-0.103484065,0.002955667,0.013972922,0.050323976,FALSE,FALSE
4/21/2017,1/6/2017,7/7/2017,0.987911147,0.965124803,0.959438025,0.890777871,0.995107346,0.974002036,0.963024501,0.904633377,939,449,325,508,939,1974,1328,1113,1978,1898,2213,1623,1191,2493,2039,90141,61072,49429,68371,92374,KMX,4/21/2017,1/6/2017,7/7/2017,58.31,65.4,63.95,2348.689941,2276.97998,2425.179932,-0.114748653,0.092327923,0.031007706,0.03204802,FALSE,TRUE
4/21/2017,1/27/2017,7/21/2017,0.97507852,0.960791397,0.969718574,0.949142555,0.982134156,0.9672452,0.974107693,0.951393806,180,208,214,619,213,877,827,870,1941,730,1226,1031,1166,2576,1227,41259,42147,42828,100708,39002,KSU,4/21/2017,1/27/2017,7/21/2017,87.99,86,105.25,2348.689941,2294.689941,2472.540039,0.022875875,0.179115301,0.023259968,0.051388277,FALSE,TRUE
4/21/2017,2/23/2017,7/26/2017,0.951551119,0.983277152,0.979661393,0.895355746,0.95532407,0.984153719,0.981468925,0.920008222,1029,792,814,2489,619,2279,1706,1647,5461,1238,3745,2324,2357,8924,2133,101000,84620,88373,209474,75101,NEE,4/21/2017,2/23/2017,7/26/2017,133.02,129.17,145.49,2348.689941,2363.810059,2477.830078,0.029370127,0.089607863,-0.006417048,0.053525508,TRUE,TRUE
4/21/2017,2/22/2017,7/26/2017,0.962882179,0.950811768,0.950736255,0.932598424,0.973894166,0.95490929,0.954768278,0.945435861,399,426,415,1532,597,1559,1509,1540,3304,1776,1748,1702,1731,3749,2096,42790,42932,43035,123405,51245,SHW,4/21/2017,2/22/2017,7/26/2017,324.6,312.46,350.6,2348.689941,2362.820068,2477.830078,0.038117194,0.077052317,-0.005998149,0.053525508,TRUE,TRUE
4/21/2017,2/2/2017,7/20/2017,0.957285655,0.837740745,0.832739792,0.852822478,0.976245117,0.917553875,0.908366676,0.921390249,644,629,2040,339,637,1824,1789,4142,889,2032,3326,2244,5448,1282,3409,73125,67026,153486,42855,75336,V,4/21/2017,2/2/2017,7/20/2017,91.15,82.3,98.11,2348.689941,2280.850098,2473.449951,0.102135393,0.073582797,0.029309477,0.051756217,TRUE,TRUE
4/24/2017,2/21/2017,7/28/2017,0.981153966,0.174219434,0.972284898,0.980243821,0.984796619,0.331606438,0.974081058,0.98189425,1067,112,1371,1892,1008,2214,249,2968,3883,2061,2222,79,3271,3689,2287,90118,9965,105525,156441,83267,BBT,4/24/2017,2/21/2017,7/28/2017,43.73,47.99,46.88,2374.149902,2365.379883,2472.100098,-0.09295829,0.06955678,0.003700801,0.040428594,FALSE,TRUE
4/24/2017,2/14/2017,7/25/2017,0.967926519,0.947457668,0.959668561,0.931679217,0.983180053,0.970498899,0.977811769,0.959356534,229,295,301,993,293,992,1461,1483,2930,1523,1323,1798,1809,3496,1781,45780,53759,50882,107765,46541,ESRX,4/24/2017,2/14/2017,7/25/2017,67.25,69.63,62.56,2374.149902,2337.580078,2477.129883,-0.03477849,-0.072290922,0.015523198,0.042461147,FALSE,FALSE
4/24/2017,2/8/2017,7/25/2017,0.975027582,0.96698635,0.957866146,0.940925695,0.979100759,0.967198325,0.957602549,0.943440094,449,567,413,1037,353,717,1105,632,1597,678,1089,1789,851,2296,1136,32932,48123,29465,81696,33836,KMB,4/24/2017,2/8/2017,7/25/2017,130.4,122.93,124.68,2374.149902,2294.669922,2477.129883,0.058991562,-0.044856195,0.034050429,0.042461147,TRUE,FALSE
4/24/2017,1/30/2017,8/15/2017,0.976599926,0.958895159,0.974542068,0.978893425,0.987864026,0.962232214,0.979960765,0.980662326,674,1199,659,666,762,1568,2606,1651,1622,1793,1578,2807,1964,1740,2538,63297,110089,66445,64202,67537,LRCX,4/24/2017,1/30/2017,8/15/2017,142.51,116,160.21,2374.149902,2280.899902,2464.610107,0.205821982,0.117073282,0.040069378,0.037394186,TRUE,TRUE
4/24/2017,2/21/2017,7/25/2017,0.981578827,0.972036837,0.984179621,0.979069375,0.982928009,0.973735452,0.98633726,0.978631678,791,917,1004,1965,783,2604,2879,3460,5632,2752,2850,2834,3166,4843,2704,91082,100957,111034,194570,90211,NEM,4/24/2017,2/21/2017,7/25/2017,33.71,37.44,36.24,2374.149902,2365.379883,2477.129883,-0.104945122,0.072368952,0.003700801,0.042461147,FALSE,TRUE
4/24/2017,2/16/2017,7/21/2017,0.972611882,0.87891631,0.977740498,0.969872184,0.978801663,0.922966068,0.981717674,0.970152301,646,954,821,2104,594,1840,3211,1686,3275,1514,2578,3943,2332,4337,1953,55439,83056,61908,139347,49585,PPG,4/24/2017,2/16/2017,7/21/2017,108.01,101.77,106.37,2374.149902,2347.219971,2472.540039,0.05950845,-0.015300233,0.011407801,0.040606541,TRUE,FALSE
4/24/2017,2/22/2017,8/1/2017,0.97762197,0.981380327,0.98132908,0.96684154,0.981179972,0.983874144,0.983820533,0.957401794,418,396,396,1166,444,1317,1343,1346,3271,1236,1422,1599,1606,3080,1563,60471,68584,68665,144428,65078,RRC,4/24/2017,2/22/2017,8/1/2017,27.23,29.93,20.3,2374.149902,2362.820068,2476.350098,-0.094542015,-0.293698421,0.004783588,0.042146304,FALSE,FALSE
4/25/2017,2/2/2017,7/25/2017,0.979430141,0.970927323,0.967853223,0.953241718,0.989373608,0.979786644,0.976989983,0.95656264,807,914,1000,2231,886,1680,1827,1910,3392,1717,1684,1832,1841,3591,1861,61801,68133,70296,154291,64938,BIIB,4/25/2017,2/2/2017,7/25/2017,286.89,264.23,282.96,2388.610107,2280.850098,2477.129883,0.082278931,-0.013793322,0.046163428,0.036388933,TRUE,FALSE
4/25/2017,2/10/2017,7/24/2017,0.976817564,0.959769621,0.970036636,0.95925895,0.983072391,0.962954881,0.972899833,0.948751417,354,398,362,1004,274,1192,1291,1144,2106,1116,1079,1517,1152,2327,1076,47117,50844,47365,99919,40581,CDNS,4/25/2017,2/10/2017,7/24/2017,31.93,29.53,35.07,2388.610107,2316.100098,2469.909912,0.078139311,0.093800057,0.030826873,0.033470026,TRUE,TRUE
4/25/2017,2/21/2017,7/25/2017,0.955557504,0.962907892,0.963091754,0.95660293,0.971092469,0.973031157,0.974153471,0.961371369,265,318,334,949,278,1562,1560,1585,3393,1436,1787,1931,1939,4590,1581,52696,55189,56034,123761,41134,CNC,4/25/2017,2/21/2017,7/25/2017,73.46,70.28,82.85,2388.610107,2365.379883,2477.129883,0.044253777,0.120290703,0.009773015,0.036388933,TRUE,TRUE
4/25/2017,1/25/2017,7/27/2017,0.987277525,0.976340054,0.965580254,0.982234054,0.99290602,0.976795322,0.961436505,0.980347934,387,381,805,366,395,966,951,2024,910,957,1328,1402,2596,1363,1414,54133,54717,100349,52877,55971,DHI,4/25/2017,1/25/2017,7/27/2017,32.66,31.37,36.07,2388.610107,2298.370117,2475.419922,0.040299065,0.099310407,0.038511425,0.035698395,TRUE,TRUE
4/25/2017,2/6/2017,7/26/2017,0.980197466,0.969479812,0.962673307,0.957782457,0.986022245,0.974937673,0.970746162,0.956950164,561,673,768,2126,533,1622,1587,1722,3240,1193,1675,1742,2066,3984,1489,54042,56949,63634,146483,49301,GLW,4/25/2017,2/6/2017,7/26/2017,28.535,26.71,30.42,2388.610107,2292.560059,2477.830078,0.066093377,0.063968883,0.041042529,0.036671557,TRUE,TRUE
4/25/2017,2/27/2017,7/28/2017,0.976441177,0.978259809,0.977727906,0.943969188,0.986003027,0.985025121,0.985317698,0.944846967,197,213,220,1098,217,395,386,384,1264,428,554,621,621,1668,643,21521,23377,23477,71602,23726,GPC,4/25/2017,2/27/2017,7/28/2017,93.31,96.18,83.93,2388.610107,2369.75,2472.100098,-0.030294153,-0.105944165,0.007927187,0.03435638,FALSE,FALSE
4/25/2017,2/28/2017,7/25/2017,0.984266256,0.980347769,0.982398647,0.963727915,0.98929598,0.981540534,0.983190378,0.956875686,1397,1472,1424,3386,1194,2946,3179,2956,4945,2580,2407,2623,2489,5434,2374,95749,104995,101596,227526,91795,IBM,4/25/2017,2/28/2017,7/25/2017,160.39,179.82,146.19,2388.610107,2363.639893,2477.129883,-0.114348001,-0.092701204,0.010508893,0.036388933,FALSE,FALSE
4/25/2017,2/9/2017,7/27/2017,0.98687082,0.97923643,0.979919224,0.929332433,0.987090683,0.980122529,0.979949758,0.910184519,346,442,405,1745,334,894,1199,1054,3483,688,1129,1567,1238,5569,945,38205,46302,42244,137668,34161,MAS,4/25/2017,2/9/2017,7/27/2017,36.89,33.06,38.29,2388.610107,2307.870117,2475.419922,0.109616419,0.037248254,0.03438658,0.035698395,TRUE,TRUE
4/25/2017,2/17/2017,7/27/2017,0.909864504,0.95087491,0.881252554,0.898575535,0.951178774,0.973526935,0.932390502,0.937558409,402,508,485,1694,536,1148,1574,1385,3185,1321,1267,2217,1352,3787,2452,52895,64902,58035,148882,66594,NLSN,4/25/2017,2/17/2017,7/27/2017,39.97,45.08,41.21,2388.610107,2351.159912,2475.419922,-0.120309516,0.030551773,0.015802866,0.035698395,FALSE,FALSE
4/25/2017,2/1/2017,7/25/2017,0.988964455,0.97729209,0.97980255,0.972609252,0.994069026,0.980819167,0.981832958,0.974051269,240,304,237,545,209,1000,1265,1154,2307,978,1532,1816,1531,2748,1381,46555,51883,47430,94417,45031,PHM,4/25/2017,2/1/2017,7/25/2017,22.2,21.21,24.54,2388.610107,2279.550049,2477.129883,0.04561952,0.10021215,0.046733575,0.036388933,FALSE,TRUE
4/25/2017,2/15/2017,7/27/2017,0.979015611,0.976495958,0.974603119,0.646487568,0.988349291,0.980598273,0.979287766,0.73482055,548,634,581,3540,527,814,847,859,1831,731,1405,1530,1590,2589,1315,63732,67082,71155,187381,60739,PLD,4/25/2017,2/15/2017,7/27/2017,54.85,49.41,61.16,2388.610107,2349.25,2475.419922,0.104449354,0.108891194,0.016615523,0.035698395,TRUE,TRUE
4/25/2017,2/21/2017,7/25/2017,0.982033757,0.987440395,0.931210367,0.970125482,0.984228184,0.988414612,0.939102746,0.96237557,339,381,783,1624,306,1357,1546,3276,4326,1326,1592,1728,4763,4484,1866,55470,57063,99161,146031,53501,PNR,4/25/2017,2/21/2017,7/25/2017,64.66,59.34,63.27,2388.610107,2365.379883,2477.129883,0.085859157,-0.021731489,0.009773015,0.036388933,TRUE,FALSE
4/25/2017,2/15/2017,7/25/2017,0.981790121,0.959360497,0.980496451,0.970481075,0.985399125,0.953593218,0.982711777,0.967606119,675,1097,805,2389,819,1409,2276,1601,3512,1670,1684,2988,1800,4351,2196,56576,75290,60117,155172,70769,SWK,4/25/2017,2/15/2017,7/25/2017,136.86,126.71,142.25,2388.610107,2349.25,2477.129883,0.077057495,0.038627567,0.016615523,0.036388933,TRUE,TRUE
4/25/2017,2/7/2017,7/25/2017,0.969118465,0.971895096,0.981207131,0.968829164,0.984472094,0.984520567,0.98988603,0.977350556,238,288,331,628,293,626,651,757,1468,733,858,942,992,1628,1027,39887,44039,48014,75837,45130,TROW,4/25/2017,2/7/2017,7/25/2017,69.59,67.55,83.83,2388.610107,2293.080078,2477.129883,0.029752814,0.18617006,0.040815726,0.036388933,FALSE,TRUE
4/25/2017,2/21/2017,7/27/2017,0.994314839,0.986005551,0.985774168,0.891395973,0.996987735,0.983359339,0.983253757,0.910937036,1044,1056,1179,3885,1141,2767,2698,2783,5104,2647,3428,2837,3013,5629,2785,131452,134597,142332,245582,136943,UDR,4/25/2017,2/21/2017,7/27/2017,37.065,35.95,38.68,2388.610107,2365.379883,2475.419922,0.030544044,0.042649542,0.009773015,0.035698395,TRUE,TRUE
4/25/2017,2/13/2017,7/27/2017,0.980562609,0.864350171,0.977040946,0.964076992,0.988226307,0.89097236,0.981301202,0.962696252,445,845,471,1613,445,950,1921,1080,2212,1008,1280,3305,1353,2607,1308,40560,69210,42441,96476,42809,WHR,4/25/2017,2/13/2017,7/27/2017,181.09,175.42,178.24,2388.610107,2328.25,2475.419922,0.031811047,-0.015863189,0.025594739,0.035698395,TRUE,FALSE
4/26/2017,2/22/2017,7/26/2017,0.980415335,0.967516612,0.967137357,0.890216752,0.985980711,0.973650298,0.973656003,0.908246015,1051,1160,1205,3622,1034,2553,2647,2678,7663,2808,2789,2607,2646,10478,2926,78931,78133,79511,234319,76245,ANTM,4/26/2017,2/22/2017,7/26/2017,179.03,163.27,184.99,2387.449951,2362.820068,2477.830078,0.092148117,0.03274838,0.01036998,0.037157378,TRUE,FALSE
4/26/2017,2/10/2017,7/26/2017,0.981662723,0.982731809,0.968477234,0.053966326,0.981209712,0.983123216,0.965698792,0.131313906,637,622,2162,12,573,1466,1347,3331,22,1307,1773,1783,4555,44,1850,59747,59474,152954,1519,58305,BA,4/26/2017,2/10/2017,7/26/2017,181.71,166.23,233.45,2387.449951,2316.100098,2477.830078,0.089039638,0.250555912,0.030341051,0.037157378,TRUE,TRUE
4/26/2017,2/24/2017,8/2/2017,0.991289631,0.983879513,0.985351091,0.951007515,0.99606667,0.986626234,0.987868366,0.957196795,776,837,823,2050,794,2310,2399,2398,6287,2076,1811,1668,1685,4647,1641,59463,60192,60459,146963,57642,CINF,4/26/2017,2/24/2017,8/2/2017,71.88,73.49,77.2,2387.449951,2367.340088,2477.570068,-0.022151281,0.071401395,0.008458831,0.037052438,FALSE,TRUE
4/26/2017,2/7/2017,7/26/2017,0.964446421,0.956355105,0.912317986,0.914044177,0.981261697,0.979230368,0.94771097,0.942740953,179,210,319,914,198,699,653,819,2010,710,821,644,1093,2223,677,23372,22133,30352,70534,21289,CMG,4/26/2017,2/7/2017,7/26/2017,482.99,398.64,340.6,2387.449951,2293.080078,2477.830078,0.191937196,-0.349287181,0.040329904,0.037157378,TRUE,FALSE
4/26/2017,2/14/2017,7/27/2017,0.966764786,0.947162319,0.947772854,0.934055934,0.981701525,0.969248751,0.971816284,0.950295372,443,553,666,2016,648,795,861,926,2325,1210,1635,1818,1932,3310,2331,58627,61682,66667,140982,77713,DPS,4/26/2017,2/14/2017,7/27/2017,92.98,93.07,92.03,2387.449951,2337.580078,2475.419922,-0.000967482,-0.010269805,0.021109591,0.036184217,FALSE,FALSE
4/26/2017,2/9/2017,7/26/2017,0.989709755,0.977697018,0.983942981,0.959447694,0.994075993,0.980618817,0.987162904,0.960382261,641,725,699,2066,695,1075,1369,1263,2959,1210,2250,2817,2480,5113,2654,72714,83769,80940,182247,81475,DTE,4/26/2017,2/9/2017,7/26/2017,104.44,97.21,107.38,2387.449951,2307.870117,2477.830078,0.071739157,0.027761201,0.033900758,0.037157378,TRUE,FALSE
4/26/2017,2/6/2017,7/26/2017,0.983698705,0.978612049,0.973318013,0.21384508,0.989694295,0.982844663,0.980279861,0.386293635,474,451,507,990,615,971,796,721,994,1233,1793,1551,1702,1164,2319,47053,43974,46328,50111,61393,GD,4/26/2017,2/6/2017,7/26/2017,194.85,183.04,194.66,2387.449951,2292.560059,2477.830078,0.062525324,-0.000975585,0.040556707,0.037157378,TRUE,FALSE
4/26/2017,2/13/2017,7/26/2017,0.98776275,0.978944584,0.977871978,0.953373579,0.994048331,0.989383842,0.989272248,0.970438864,633,688,685,1818,767,1402,1499,1501,3072,1652,1643,1719,1716,3688,1709,58331,59315,59457,127069,61079,IR,4/26/2017,2/13/2017,7/26/2017,88.68,81.98,86.94,2387.449951,2328.25,2477.830078,0.07855907,-0.019816159,0.025108918,0.037157378,TRUE,FALSE
4/26/2017,2/9/2017,7/20/2017,0.90421992,0.892325047,0.905891362,0.911937881,0.916114818,0.918100444,0.904112515,0.918364465,486,783,694,3142,654,1038,1462,1403,4107,1856,1468,2457,1855,6043,2100,46007,65956,59470,167382,58858,LMT,4/26/2017,2/9/2017,7/20/2017,270.35,258.2,289.67,2387.449951,2307.870117,2473.449951,0.045982937,0.069024928,0.033900758,0.035388087,TRUE,TRUE
4/26/2017,1/30/2017,7/26/2017,0.9477471,0.955335354,0.953988364,0.935524507,0.957692001,0.960182248,0.959478775,0.943995824,561,378,404,1415,470,1626,869,848,2433,1167,2494,1384,1384,3146,1768,55497,36849,36968,98254,42944,NOC,4/26/2017,1/30/2017,7/26/2017,248.06,229.48,263.86,2387.449951,2280.899902,2477.830078,0.077854773,0.061748007,0.045655771,0.037157378,TRUE,TRUE
4/26/2017,2/6/2017,7/26/2017,0.981976198,0.978058646,0.958651611,0.938536106,0.986281649,0.979961575,0.956716314,0.923659836,224,248,354,1699,252,724,709,926,2144,685,860,833,1212,3366,831,27175,27935,35458,100827,26603,NSC,4/26/2017,2/6/2017,7/26/2017,117.82,119.87,116.41,2387.449951,2292.560059,2477.830078,-0.017249786,-0.012039594,0.040556707,0.037157378,FALSE,FALSE
4/26/2017,2/23/2017,7/27/2017,0.984705598,0.981178093,0.984926302,0.339433222,0.990675247,0.984777417,0.987241055,0.416774824,338,342,363,12036,423,585,610,617,1606,650,882,950,988,1809,1211,50805,53294,54010,349692,56754,O,4/26/2017,2/23/2017,7/27/2017,59.21,62.86,57.95,2387.449951,2363.810059,2475.419922,-0.059819585,-0.021509877,0.009951081,0.036184217,FALSE,FALSE
4/26/2017,2/15/2017,7/11/2017,0.830803704,0.96759075,0.963997815,0.923582459,0.851934863,0.97399952,0.970999177,0.92513822,1453,674,680,2965,705,2216,1544,1655,4823,1753,3783,1206,1244,5866,1651,88719,49664,52299,182380,54436,PEP,4/26/2017,2/15/2017,7/11/2017,113.33,106.73,113.74,2387.449951,2349.25,2425.530029,0.060001636,0.003611225,0.016129702,0.015824239,TRUE,FALSE
4/26/2017,1/20/2017,8/7/2017,0.984518624,0.932694217,0.982467717,0.984659566,0.988114098,0.915124027,0.983556074,0.985862074,523,2179,530,609,615,1700,3715,1686,1720,1738,1208,3951,1383,1107,1204,46363,135910,44931,44902,46006,PG,4/26/2017,1/20/2017,8/7/2017,87.74,87.45,91.44,2387.449951,2271.310059,2480.909912,0.003310694,0.041305124,0.049869047,0.038399563,FALSE,TRUE
4/26/2017,1/5/2017,7/6/2017,0.975566286,0.958923277,0.935262759,0.930872497,0.982423467,0.958869025,0.934245149,0.934314909,917,525,556,556,1122,2110,1474,1503,1531,2398,2208,1382,1418,1447,2651,111764,59950,65111,66035,119010,RHT,4/26/2017,1/5/2017,7/6/2017,87.71,73.1,94.91,2387.449951,2269,2409.75,0.182207551,0.078893156,0.050886624,0.009297177,TRUE,TRUE
4/26/2017,1/25/2017,7/26/2017,0.875057109,0.865578994,0.860084181,0.845139683,0.874500208,0.869151105,0.857905056,0.87795208,340,330,298,1472,475,791,1101,934,3088,1301,1126,1326,1148,4219,1611,37390,45177,42456,121827,51834,SLB,4/26/2017,1/25/2017,7/26/2017,74.11,85.51,66.99,2387.449951,2298.370117,2477.830078,-0.143082852,-0.101007121,0.038025603,0.037157378,FALSE,FALSE
4/26/2017,2/9/2017,7/27/2017,0.960099262,0.92444071,0.968373301,0.95939904,0.964515841,0.952870431,0.974284103,0.958401611,833,763,803,1900,625,2116,2559,1495,3453,1437,3516,3215,1857,3686,1939,76136,75708,62110,131636,57858,SPGI,4/26/2017,2/9/2017,7/27/2017,134.23,126.21,153.45,2387.449951,2307.870117,2475.419922,0.06160756,0.133820035,0.033900758,0.036184217,TRUE,TRUE
4/26/2017,1/26/2017,7/26/2017,0.964692201,0.956965314,0.938153199,0.975322021,0.977602729,0.969977559,0.940895799,0.981391925,639,467,1571,243,354,2416,1718,3563,1153,1296,2295,1585,4007,1288,1325,67639,58283,132334,41227,45213,TEL,4/26/2017,1/26/2017,7/26/2017,76.65,74.73,80.65,2387.449951,2296.679932,2477.830078,0.025367987,0.050869199,0.038761258,0.037157378,FALSE,TRUE
4/26/2017,2/22/2017,7/27/2017,0.979797991,0.971600936,0.97597299,0.970947915,0.984857986,0.972394773,0.977851826,0.970823546,468,453,465,1401,497,1336,1074,1200,2494,1160,1412,1028,1156,2933,1384,44734,36090,39374,104000,45028,TXT,4/26/2017,2/22/2017,7/27/2017,47.15,48.41,48.5,2387.449951,2362.820068,2475.419922,-0.026372395,0.028229789,0.01036998,0.036184217,FALSE,FALSE
4/26/2017,2/16/2017,7/26/2017,0.977136938,0.971570922,0.97220434,0.95183589,0.983033919,0.975189601,0.975976594,0.949101549,465,506,505,1466,421,1645,1684,1686,5477,1483,1411,1685,1446,4893,1566,59353,63902,61120,179790,55770,WM,4/26/2017,2/16/2017,7/26/2017,72.3,71.18,74.66,2387.449951,2347.219971,2477.830078,0.015612249,0.032120344,0.016994193,0.037157378,FALSE,FALSE
4/26/2017,2/17/2017,8/3/2017,0.933875434,0.960622034,0.966856798,0.951128302,0.954451271,0.977186348,0.98176541,0.965799416,614,365,424,1084,366,1832,1128,1416,2946,1268,3686,1860,2228,3920,2014,82612,62196,69752,141693,64351,WYN,4/26/2017,2/17/2017,8/3/2017,100.54,84.85,102.3,2387.449951,2351.159912,2472.159912,0.169670667,0.017354015,0.015317044,0.034866397,TRUE,FALSE
4/27/2017,2/22/2017,7/28/2017,0.562051197,0.161542273,0.436761884,0.640412919,0.742018715,0.328821123,0.668707079,0.790608301,1230,3,674,3213,1130,4529,49,2454,7018,2591,8663,57,3176,13170,3748,156053,3872,88474,297846,93544,AAL,4/27/2017,2/22/2017,7/28/2017,43.98,46.32,50.49,2388.77002,2362.820068,2472.100098,-0.051838848,0.138040312,0.010922748,0.034289434,FALSE,TRUE
4/27/2017,2/23/2017,5/4/2017,0.092731397,0.09823804,0.086307594,0.107792211,0.21891573,0.226603894,0.207307878,0.257964118,1976,2324,2322,4245,282,5960,6523,6489,14592,302,4397,4867,4599,10314,210,150992,166080,167433,343265,18272,AIG,4/27/2017,2/23/2017,5/4/2017,61.15,64.02,62.67,2388.77002,2363.810059,2389.52002,-0.045865672,0.024553002,0.010503848,0.00031392,FALSE,TRUE
4/27/2017,2/17/2017,7/27/2017,0.990497473,0.970713298,0.964959565,0.944154715,0.993948475,0.98523592,0.982300073,0.962308374,615,677,748,1881,603,1523,1643,1931,3458,1272,1417,1459,1515,3442,1315,56835,59151,61273,135026,52308,ALLE,4/27/2017,2/17/2017,7/27/2017,80.62,73.27,81.2,2388.77002,2351.159912,2475.419922,0.09559551,0.007168489,0.015869812,0.03563145,TRUE,FALSE
4/27/2017,3/24/2017,7/27/2017,0.946703238,0.931789553,0.943198215,0.062079738,0.962245299,0.944804351,0.95833324,0.150874147,751,1194,1785,1,843,2141,1961,3733,11,2385,1809,2696,4288,35,2509,63833,102397,136568,1246,67899,ALXN,4/27/2017,3/24/2017,7/27/2017,126.83,119.26,133.92,2388.77002,2343.97998,2475.419922,0.061541623,0.054395,0.018928267,0.03563145,TRUE,TRUE
4/27/2017,2/14/2017,7/26/2017,0.815486637,0.843195801,0.842872091,0.818143647,0.827989445,0.857126101,0.857331421,0.827519979,720,594,609,1528,730,1690,1093,1211,4086,1493,3104,1756,1806,5698,2511,80335,54873,57043,147446,76580,AMGN,4/27/2017,2/14/2017,7/26/2017,162.8125,168.05,175.89,2388.77002,2337.580078,2477.830078,-0.031662322,0.077259568,0.021662358,0.036604611,FALSE,TRUE
4/27/2017,2/27/2017,7/27/2017,0.989050608,0.981210137,0.980079738,0.971716471,0.993792823,0.984914379,0.984565825,0.972942642,231,280,305,842,247,632,745,817,2219,699,1147,1317,1458,3239,1334,54564,66488,70909,146995,62922,AMT,4/27/2017,2/27/2017,7/27/2017,125.77,113.34,134.86,2388.77002,2369.75,2475.419922,0.104062691,0.069782361,0.007994133,0.03563145,TRUE,TRUE
4/27/2017,1/27/2017,8/1/2017,0.931955015,0.930709294,0.913080328,0.938710355,0.942403132,0.942119035,0.919334146,0.945057797,848,912,2163,614,1050,2054,2178,4075,2064,3174,1845,2175,4621,2139,4265,62091,67403,159839,63370,94139,APD,4/27/2017,1/27/2017,8/1/2017,141.1,142.01,148.92,2388.77002,2294.689941,2476.350098,-0.006428619,0.05394039,0.040180865,0.036007144,FALSE,TRUE
4/27/2017,2/17/2017,7/25/2017,0.992502559,0.970416333,0.980902739,0.964426167,0.995979659,0.970001241,0.981357837,0.955905998,617,845,661,1837,588,1946,2389,2101,4778,1862,1569,2092,1643,4690,1545,68728,83114,71717,182423,67376,AXP,4/27/2017,2/17/2017,7/25/2017,80.33,79.71,85.41,2388.77002,2351.159912,2477.129883,0.007748102,0.06132004,0.015869812,0.036321987,FALSE,TRUE
4/27/2017,2/13/2017,7/28/2017,0.972943149,0.963327105,0.963213865,0.943358672,0.978635962,0.967159162,0.967664752,0.944257682,348,372,377,1359,397,1628,1744,1754,3127,1797,2154,2277,2262,4037,2459,41259,43892,44340,109470,45169,BCR,4/27/2017,2/13/2017,7/28/2017,305.58,240.59,320.38,2388.77002,2328.25,2472.100098,0.23911737,0.047296181,0.025661685,0.034289434,TRUE,TRUE
4/27/2017,2/21/2017,7/27/2017,0.983059989,0.705407484,0.97910488,0.924802573,0.986559132,0.768347631,0.98185151,0.912083339,733,2859,754,3214,704,1422,3389,1464,4655,1495,2059,5634,2010,6051,2069,48711,109676,50965,174324,48531,BMY,4/27/2017,2/21/2017,7/27/2017,55.67,54.78,54.24,2388.77002,2365.379883,2475.419922,0.016116238,-0.026022759,0.009839961,0.03563145,TRUE,FALSE
4/27/2017,2/9/2017,7/27/2017,0.974164752,0.980402046,0.973695206,0.965065065,0.97587369,0.980580163,0.975262954,0.962194029,616,625,737,1841,601,1496,1270,1676,3261,1336,2630,1785,2629,4147,1905,60543,50914,64379,120635,49879,BWA,4/27/2017,2/9/2017,7/27/2017,42.14,40.65,47.02,2388.77002,2307.870117,2475.419922,0.035998572,0.109575635,0.034453526,0.03563145,TRUE,TRUE
